subj_idx,rt,response
4,0.0505,0
4,0.0005,0
4,0.0545,0
4,0.0685,1
4,0.0035,1
4,0.0245,1
4,0.1155,1
4,0.1665,0
4,0.0185,0
4,0.0995,1
4,0.0315,0
4,0.0465,1
5,0.0805,1
5,0.0605,1
5,0.0825,1
5,0.0005,1
5,0.0035,0
5,0.4035,1
5,0.1445,1
5,0.0905,0
5,0.0115,0
5,0.0455,0
5,0.0235,1
5,0.47550000000000003,1
5,0.0645,0
5,0.0225,1
5,0.0345,1
5,0.0905,1
5,0.1715,1
5,0.23750000000000002,1
5,0.0615,1
5,0.0125,1
5,0.0405,1
5,0.0505,1
5,0.0225,1
5,0.0405,1
5,0.28150000000000003,1
5,0.0025,1
5,0.1685,1
5,0.0505,1
5,0.0265,1
5,0.0375,1
5,0.010499999999999999,1
5,0.0735,1
5,0.0595,1
5,0.1385,1
5,0.1565,1
5,0.1645,1
5,0.0245,1
5,0.0325,1
5,0.0155,1
5,0.0855,1
5,0.0205,0
5,0.0895,1
5,0.0905,1
5,0.0075,1
5,0.0425,1
5,0.1635,0
5,0.0535,1
5,0.0095,1
5,0.0045000000000000005,0
5,0.0005,1
5,0.0225,1
5,0.0055,1
5,0.0135,1
5,0.0025,0
5,0.0525,1
5,0.1605,1
5,0.14350000000000002,1
5,0.1985,1
5,0.1935,1
5,0.0005,0
5,0.0575,1
5,0.0395,1
5,0.1795,1
5,0.1145,1
5,0.1915,1
5,0.0035,1
5,0.1335,1
5,0.0015,1
5,0.0015,0
5,0.0765,1
5,0.0295,1
5,0.0385,0
5,0.1975,1
5,0.0875,1
5,0.0545,0
5,0.0055,1
5,0.0045000000000000005,1
5,0.0925,1
5,0.0035,0
5,0.035500000000000004,1
5,0.0015,1
5,0.0165,1
5,0.0455,1
5,0.0455,1
5,0.0005,0
5,0.0005,0
5,0.1465,1
5,0.2505,1
5,0.2335,1
5,0.0035,1
5,0.0225,1
5,0.0075,0
5,0.0125,0
5,0.0335,1
5,0.0085,1
5,0.1105,1
5,0.10350000000000001,1
5,0.0535,1
5,0.0285,0
5,0.2095,1
6,0.0735,1
6,0.0665,1
6,0.0375,1
6,0.0055,0
6,0.4595,1
6,0.0895,1
6,0.2955,1
6,0.0015,1
6,0.0185,0
6,0.20350000000000001,1
6,0.11750000000000001,1
6,0.2775,1
6,0.1295,1
6,0.0395,1
6,0.0265,1
6,0.010499999999999999,1
6,0.006500000000000001,1
6,0.3315,1
6,0.2665,1
6,0.0135,0
6,0.051500000000000004,0
6,0.010499999999999999,1
6,0.0205,1
6,0.0825,1
6,0.0785,1
6,0.17350000000000002,0
6,0.2785,1
6,0.7265,1
6,0.2265,1
6,0.4455,1
6,0.1875,1
6,0.2225,1
6,0.0195,1
6,0.3885,1
6,0.1945,1
6,0.0035,0
6,0.0765,1
6,0.1585,0
6,0.5355000000000001,1
6,0.0005,1
6,0.1285,0
6,0.2535,1
6,0.20750000000000002,1
6,0.0555,1
6,0.0495,1
6,0.3435,0
6,0.4665,1
6,0.4235,0
6,0.0995,1
6,0.1015,1
6,0.0675,1
6,0.0005,0
6,0.3635,1
6,0.1145,1
6,0.9915,1
6,0.3285,1
6,0.3125,1
6,0.0895,1
6,0.0195,0
6,0.0885,0
6,0.0395,1
6,0.1335,1
6,0.3095,1
6,0.3665,1
6,0.0095,0
6,0.5705000000000001,0
6,0.2145,1
6,0.006500000000000001,1
6,0.4435,1
6,0.0005,0
6,0.0555,1
6,0.0025,1
6,0.1105,1
6,0.1925,1
6,0.2895,1
6,0.0085,1
6,0.0005,1
6,0.0475,1
6,0.1805,1
6,0.3785,0
6,0.0765,1
6,0.0545,1
6,0.5175000000000001,1
6,0.2945,1
6,0.7525000000000001,1
6,0.7755000000000001,1
6,0.1535,1
6,0.2165,1
6,0.0095,0
6,0.1755,1
6,0.051500000000000004,1
6,0.0425,1
6,0.0215,0
6,0.0345,1
6,0.0075,1
6,0.1665,1
6,0.34850000000000003,1
6,0.1135,1
6,0.1635,1
6,0.0475,0
7,0.2155,0
7,0.2755,0
7,0.0215,1
7,0.051500000000000004,0
7,0.0095,0
7,0.0045000000000000005,0
7,0.1065,0
7,0.0655,0
7,0.1275,0
7,0.1595,0
7,0.0155,1
7,0.0445,0
7,0.0855,0
7,0.0395,0
7,0.1265,0
7,0.0025,1
7,0.0235,0
7,0.0545,0
7,0.1515,0
7,0.0495,0
7,0.0475,0
7,0.0435,0
7,0.0125,0
7,0.0005,0
7,0.0795,0
7,0.1495,0
7,0.051500000000000004,0
7,0.0295,0
7,0.0245,0
7,0.1925,0
7,0.0125,0
7,0.0205,1
7,0.0755,0
7,0.1375,0
7,0.0075,0
7,0.0655,0
7,0.0155,0
7,0.0995,0
7,0.0345,0
7,0.0475,0
7,0.10250000000000001,0
7,0.0805,0
7,0.1715,0
7,0.051500000000000004,0
7,0.08650000000000001,0
7,0.0015,0
7,0.0345,0
7,0.0415,0
7,0.1205,0
7,0.0305,0
7,0.0335,0
7,0.1255,0
7,0.08650000000000001,0
7,0.0685,1
7,0.0005,1
7,0.2225,0
7,0.0495,0
7,0.0485,0
7,0.3825,0
7,0.0655,0
7,0.0905,0
7,0.0445,0
7,0.0235,0
7,0.0565,0
7,0.0695,0
7,0.0175,1
7,0.010499999999999999,0
7,0.0055,1
7,0.0045000000000000005,1
7,0.1195,0
7,0.1155,0
7,0.0485,0
7,0.1835,0
7,0.0425,0
7,0.0095,0
7,0.0755,0
7,0.014499999999999999,0
7,0.0795,0
7,0.1375,0
7,0.3285,0
7,0.1215,0
7,0.1905,0
7,0.1675,1
7,0.1145,0
7,0.1875,0
7,0.0565,0
7,0.11850000000000001,0
7,0.0285,0
7,0.0075,0
7,0.0155,0
7,0.0495,0
7,0.0045000000000000005,1
7,0.0425,0
7,0.28550000000000003,0
7,0.0175,0
7,0.0155,1
7,0.0305,0
7,0.3085,1
7,0.1005,0
7,0.0245,1
8,0.1925,1
8,0.2415,0
8,0.0845,1
8,0.1795,1
8,0.0125,1
8,0.2145,0
8,0.4245,1
8,0.1595,0
8,0.3335,1
8,0.3525,1
8,0.1055,0
8,0.3765,1
8,0.0465,1
8,0.0245,1
8,0.1955,1
8,0.2335,1
8,0.34950000000000003,1
8,0.0285,1
8,0.2335,0
8,0.0245,1
8,0.0595,1
8,0.1255,1
8,0.1805,1
8,0.0765,1
8,0.0935,1
8,0.0005,0
8,0.0265,0
8,0.0555,1
8,0.0745,1
8,0.2015,1
8,0.0495,1
8,0.1315,1
8,0.47250000000000003,1
8,0.0575,1
8,0.2105,1
8,0.1145,1
8,0.1445,1
8,0.0465,0
8,0.3765,1
8,0.20450000000000002,1
8,0.0505,1
8,0.23850000000000002,1
8,0.3685,1
8,0.0165,1
8,0.2335,1
8,0.1645,0
8,0.1275,1
8,0.0985,1
8,0.10250000000000001,1
8,0.2425,1
8,0.0115,0
8,0.1575,1
8,0.6225,1
8,0.0015,0
8,0.2645,1
8,0.1295,1
8,0.0965,1
8,0.0005,0
8,0.0015,1
8,0.0785,1
8,0.0425,1
8,0.2125,1
8,0.1065,1
8,0.1605,1
8,0.0265,1
8,0.1255,1
8,0.0825,1
8,0.0475,1
8,0.010499999999999999,1
8,0.2415,1
8,0.08650000000000001,1
8,0.9295000000000001,1
8,0.5395000000000001,1
8,0.0975,1
8,0.1695,1
8,0.4225,1
8,0.0285,1
8,0.1655,1
8,0.2935,1
8,0.0025,0
8,0.3135,1
8,0.0075,1
8,0.2515,1
8,0.1775,1
8,0.0455,1
8,0.0095,1
8,0.23450000000000001,1
8,0.2525,1
8,0.0565,1
8,0.1115,1
8,0.1225,1
8,0.0055,1
8,0.6925000000000001,1
8,0.6415000000000001,1
8,0.2615,0
8,0.34650000000000003,1
8,0.0785,0
8,0.2095,1
8,0.2735,1
8,0.0335,1
9,0.0045000000000000005,1
9,0.0365,1
9,0.0695,0
9,0.0075,1
9,0.1835,1
9,0.0655,0
9,0.0965,0
9,0.0315,0
9,0.0975,0
9,0.1485,0
9,0.47550000000000003,0
9,0.0015,1
9,0.0055,1
9,0.10250000000000001,0
9,0.5075000000000001,1
9,0.1715,0
9,0.1115,1
9,0.0215,0
9,0.2125,0
9,0.2645,1
9,0.0005,0
9,0.0735,1
9,0.0545,0
9,0.2265,1
9,0.0235,1
9,0.0675,1
9,0.0775,0
9,0.1915,1
9,0.0005,1
9,0.014499999999999999,0
9,0.6115,1
9,0.0655,0
9,0.0115,0
9,0.0455,1
9,0.3235,1
9,0.6195,0
9,0.1385,1
9,0.0505,1
9,0.35050000000000003,0
9,0.1585,0
9,0.7585000000000001,1
9,0.8445,1
9,0.0695,1
9,0.1545,0
9,0.0335,0
9,0.006500000000000001,0
9,0.1665,1
9,0.2925,0
9,0.0045000000000000005,0
9,0.23650000000000002,1
9,0.1135,0
9,0.8175000000000001,1
9,0.010499999999999999,1
9,0.3245,0
9,0.3575,1
9,0.0025,1
9,0.0225,1
9,0.1005,1
9,0.0045000000000000005,0
9,0.0185,0
9,0.0525,1
9,0.3175,1
9,0.0035,1
9,0.07050000000000001,0
9,0.1775,0
9,0.08650000000000001,1
9,0.0315,1
9,0.0735,0
9,0.0325,1
9,0.0205,0
9,0.0375,1
9,0.2135,0
9,0.6305000000000001,1
9,0.0195,0
9,0.0335,0
9,0.1255,1
9,0.1805,1
9,0.0305,0
9,0.0655,1
9,0.1945,1
9,0.1285,0
9,0.0075,1
9,0.5215000000000001,1
9,0.0035,1
9,0.3405,0
9,0.1295,1
9,0.010499999999999999,1
9,0.0445,1
9,0.1635,1
9,0.2085,1
9,0.0465,0
9,0.0205,0
9,0.0605,1
9,0.0725,1
9,0.0495,0
9,0.0125,0
9,0.0295,1
9,0.23550000000000001,1
9,0.20350000000000001,1
9,0.2995,1
10,0.0005,0
10,0.0235,0
10,0.28650000000000003,0
10,0.0135,1
10,0.0205,0
10,0.1515,0
10,0.1325,0
10,0.0365,0
10,0.0465,1
10,0.010499999999999999,1
10,0.0755,0
10,0.0555,1
10,0.1645,0
10,0.0795,1
10,0.0275,0
10,0.0395,1
10,0.0545,0
10,0.1295,1
10,0.0385,1
10,0.0005,0
10,0.0015,0
10,0.08650000000000001,0
10,0.010499999999999999,1
10,0.0025,1
10,0.0735,0
10,0.0075,0
10,0.1955,0
10,0.0835,1
10,0.0095,0
10,0.0455,0
10,0.0945,0
10,0.0245,0
10,0.17450000000000002,0
10,0.1845,0
10,0.010499999999999999,0
10,0.2435,0
10,0.0005,1
10,0.0015,1
10,0.0035,0
10,0.0015,0
10,0.1815,0
10,0.2595,0
10,0.0825,0
10,0.0575,0
10,0.0395,0
10,0.0505,0
10,0.0285,0
10,0.0005,0
10,0.1985,0
10,0.1975,1
10,0.0635,1
10,0.08650000000000001,0
10,0.1805,0
10,0.1335,0
10,0.1255,1
10,0.035500000000000004,0
10,0.0335,0
10,0.0075,0
10,0.0305,0
10,0.0725,0
10,0.0015,0
10,0.0385,0
10,0.0275,1
10,0.0015,1
10,0.0215,0
10,0.0055,0
10,0.0575,0
10,0.2895,0
10,0.0005,1
10,0.1225,0
10,0.0225,0
10,0.1605,1
10,0.0765,1
10,0.4545,0
10,0.0595,0
10,0.2405,1
10,0.0025,0
10,0.0135,0
10,0.0505,0
10,0.0695,1
10,0.1665,0
10,0.0535,1
10,0.0055,1
10,0.0045000000000000005,0
10,0.1285,1
10,0.2105,0
10,0.1145,0
10,0.0055,0
10,0.1335,1
10,0.2755,1
10,0.1155,1
10,0.0225,1
10,0.0495,0
10,0.0625,0
10,0.0345,0
10,0.0025,1
10,0.0655,1
10,0.10250000000000001,0
10,0.0945,0
10,0.0695,0
11,0.0195,0
11,0.0595,1
11,0.0425,0
11,0.07150000000000001,0
11,0.0085,0
11,0.025500000000000002,0
11,0.0085,1
11,0.1625,1
11,0.0075,0
11,0.0015,1
11,0.014499999999999999,1
11,0.0415,1
11,0.0095,1
11,0.0015,0
11,0.0805,1
11,0.0005,0
11,0.0215,1
11,0.0425,1
11,0.0085,1
11,0.1285,1
11,0.0055,1
11,0.006500000000000001,1
11,0.0535,0
11,0.0485,1
11,0.0575,1
11,0.014499999999999999,1
11,0.0825,1
11,0.0365,1
11,0.0395,1
11,0.0265,1
11,0.0085,0
11,0.0665,0
11,0.0135,1
11,0.07050000000000001,1
11,0.0315,1
11,0.1095,0
11,0.0455,1
11,0.0135,1
11,0.0785,1
11,0.006500000000000001,1
11,0.0025,1
11,0.10250000000000001,1
11,0.0485,1
11,0.0565,0
11,0.0085,1
11,0.0795,1
11,0.0175,0
11,0.0185,0
11,0.0545,0
11,0.0115,0
11,0.0485,1
11,0.0285,1
11,0.0625,0
11,0.0415,0
11,0.010499999999999999,1
11,0.0215,1
11,0.0505,0
11,0.0135,0
11,0.0265,1
11,0.0225,0
11,0.0295,1
11,0.10350000000000001,1
11,0.0225,0
11,0.0035,1
11,0.0275,1
11,0.0745,0
11,0.006500000000000001,1
11,0.0015,1
11,0.0295,1
11,0.0055,1
11,0.0375,1
11,0.0025,0
11,0.1215,1
11,0.0485,1
11,0.1515,1
11,0.0325,1
11,0.0295,1
11,0.0415,1
11,0.0325,0
11,0.0315,1
11,0.0275,1
11,0.0295,1
11,0.0195,1
11,0.0895,1
11,0.0235,1
11,0.0295,1
11,0.0215,1
11,0.0605,0
11,0.0275,1
11,0.1055,1
11,0.0325,1
11,0.0425,0
11,0.0005,0
11,0.0085,1
11,0.1905,1
11,0.0675,1
11,0.0015,1
11,0.0025,1
11,0.0195,0
11,0.0045000000000000005,1
12,0.0045000000000000005,1
12,0.1525,0
12,0.1835,1
12,0.0545,0
12,0.1795,1
12,0.0935,1
12,0.2925,1
12,0.0595,1
12,0.2895,1
12,0.2465,1
12,0.0685,0
12,0.0615,1
12,0.0165,0
12,0.0015,0
12,0.0155,0
12,0.1465,0
12,0.2085,1
12,0.014499999999999999,0
12,0.1625,1
12,0.1545,1
12,0.3025,1
12,0.7295,1
12,0.0195,1
12,0.0045000000000000005,0
12,0.2435,1
12,0.1975,0
12,0.1305,0
12,0.4275,1
12,0.0015,1
12,0.2095,1
12,0.1365,0
12,0.2545,0
12,0.1125,1
12,0.2535,0
12,0.0095,1
12,0.2185,0
12,0.1495,1
12,0.4295,1
12,0.0785,0
12,0.0075,1
12,0.07150000000000001,0
12,0.0825,0
12,0.1705,1
12,0.010499999999999999,0
12,0.47150000000000003,0
12,0.8055000000000001,1
12,0.28650000000000003,0
12,0.0165,0
12,0.1045,0
12,0.0785,1
12,0.0905,0
12,0.014499999999999999,1
12,0.0795,1
12,0.5595000000000001,0
12,0.2115,1
12,0.08650000000000001,1
12,0.9705,1
12,0.1615,0
12,0.3205,1
12,0.035500000000000004,1
12,0.0035,1
12,0.6465000000000001,1
12,0.0045000000000000005,1
12,0.0565,1
12,0.0075,1
12,0.0855,1
12,0.025500000000000002,1
12,0.2215,0
12,0.1205,1
12,0.0375,0
12,0.0845,0
12,0.0005,1
12,0.2755,1
12,0.1775,1
12,0.4885,1
12,0.5465000000000001,0
12,0.0285,1
12,0.1875,0
12,0.5235000000000001,1
12,0.025500000000000002,1
12,0.5205000000000001,1
12,0.3225,1
12,0.7235,0
12,0.0095,0
12,0.0585,1
12,0.4685,1
12,0.0315,1
12,0.1155,1
12,0.3615,0
12,0.20450000000000002,1
12,0.0645,1
12,0.5455000000000001,1
12,0.2155,1
12,0.0345,1
12,0.0425,0
12,0.3375,1
12,0.0525,1
12,0.2225,0
12,0.1145,1
13,0.0745,1
13,0.1375,1
13,0.0495,1
13,0.3315,1
13,0.1015,0
13,0.025500000000000002,1
13,0.0645,1
13,0.2285,1
13,0.1405,1
13,0.1275,1
13,0.1065,1
13,0.1405,1
13,0.2195,1
13,0.0025,1
13,0.2255,1
13,0.2095,1
13,0.1635,1
13,0.5385000000000001,1
13,0.1645,1
13,0.006500000000000001,1
13,0.2275,1
13,0.0215,1
13,0.0295,1
13,0.1085,1
13,0.20450000000000002,1
13,0.0245,1
13,0.0575,1
13,0.1535,1
13,0.0015,1
13,0.0555,1
13,0.0265,1
13,0.0405,1
13,0.0325,1
13,0.0885,1
13,0.0185,1
13,0.2015,1
13,0.4465,1
13,0.0305,1
13,0.0445,1
13,0.1275,1
13,0.0175,0
13,0.0315,1
13,0.1365,1
13,0.0325,1
13,0.0555,1
13,0.1315,1
13,0.4665,1
13,0.0335,1
13,0.1485,1
13,0.3205,1
13,0.0485,1
13,0.0035,1
13,0.035500000000000004,1
13,0.0045000000000000005,1
13,0.0905,1
13,0.0925,1
13,0.0095,1
13,0.006500000000000001,1
13,0.0025,0
13,0.1305,1
13,0.0015,0
13,0.025500000000000002,0
13,0.0185,1
13,0.2755,1
13,0.1335,1
13,0.0085,1
13,0.1355,1
13,0.2485,1
13,0.0325,1
13,0.2625,1
13,0.0125,1
13,0.0455,1
13,0.0375,1
13,0.1195,1
13,0.2335,1
13,0.0805,1
13,0.0665,1
13,0.2895,1
13,0.0895,1
13,0.051500000000000004,1
13,0.2645,1
13,0.0445,1
13,0.0295,1
13,0.0735,1
13,0.0545,0
13,0.0005,1
13,0.0365,1
13,0.0595,1
13,0.0305,0
13,0.1445,1
13,0.0295,1
13,0.3285,1
13,0.3035,1
13,0.1615,1
13,0.07050000000000001,1
13,0.28450000000000003,1
13,0.0165,1
13,0.1365,1
13,0.0005,1
13,0.006500000000000001,1
14,0.0005,1
14,0.0555,0
14,0.025500000000000002,0
14,0.0185,0
14,0.0135,0
14,0.025500000000000002,1
14,0.0365,1
14,0.1285,0
14,0.0015,1
14,0.0085,0
14,0.2625,1
14,0.0005,0
14,0.0025,1
14,0.0405,0
14,0.0085,1
14,0.0775,1
14,0.0075,1
14,0.0195,0
14,0.0155,1
14,0.010499999999999999,1
14,0.0195,1
14,0.0125,0
14,0.0055,0
14,0.0015,1
14,0.0305,1
14,0.0585,1
14,0.0995,0
14,0.0135,1
14,0.0805,1
14,0.006500000000000001,0
14,0.014499999999999999,0
14,0.0565,1
14,0.0385,1
14,0.0075,1
14,0.0645,1
14,0.006500000000000001,1
14,0.0555,1
14,0.0605,1
14,0.0665,0
14,0.0305,0
14,0.0375,1
14,0.0605,1
14,0.0045000000000000005,0
14,0.0005,1
14,0.1255,0
14,0.0015,1
14,0.0035,1
14,0.0605,0
14,0.0205,1
14,0.0185,1
14,0.0165,1
14,0.0175,1
14,0.0205,1
14,0.0525,0
14,0.0095,0
14,0.0525,1
14,0.0295,0
14,0.0115,0
14,0.0235,1
14,0.0155,1
14,0.0005,0
14,0.0245,0
14,0.07050000000000001,1
14,0.0285,1
14,0.0015,0
14,0.0015,1
14,0.0015,1
14,0.0045000000000000005,1
